Team,Opponent,Matches,Wins,Draws,Losses
Côte d'Ivoire,Tanzania,4,3,1,0
Côte d'Ivoire,Comoros,3,3,0,0
Côte d'Ivoire,Japan,5,2,0,3
Côte d'Ivoire,Sweden,3,2,0,1
Côte d'Ivoire,Seychelles,2,2,0,0
Côte d'Ivoire,Equat. Guinea,4,2,1,1
Côte d'Ivoire,Uganda,5,2,2,1
Côte d'Ivoire,Chad,2,2,0,0
Côte d'Ivoire,Italy,2,1,1,0
Côte d'Ivoire,France,4,1,1,2
Côte d'Ivoire,Scotland,1,1,0,0
Côte d'Ivoire,Austria,2,1,0,1
Côte d'Ivoire,Switzerland,2,1,1,0
Côte d'Ivoire,Romania,1,1,0,0
Côte d'Ivoire,Russia,2,1,1,0
Côte d'Ivoire,Uruguay,1,1,0,0
Côte d'Ivoire,Canada,1,1,0,0
Côte d'Ivoire,Slovenia,1,1,0,0
Côte d'Ivoire,South Korea,2,1,0,1
Côte d'Ivoire,Guinea-Bissau,1,1,0,0
Côte d'Ivoire,South Africa,8,1,5,2
Côte d'Ivoire,Israel,2,1,1,0
Côte d'Ivoire,Moldova,1,1,0,0
Côte d'Ivoire,Kenya,2,1,1,0
Côte d'Ivoire,Central Africa,2,1,1,0
Côte d'Ivoire,El Salvador,1,1,0,0
Côte d'Ivoire,Lesotho,2,1,1,0
Côte d'Ivoire,Qatar,1,1,0,0
Côte d'Ivoire,Oman,1,1,0,0
Côte d'Ivoire,Mauritius,1,1,0,0
Côte d'Ivoire,Botswana,2,1,1,0
Côte d'Ivoire,North Korea,1,1,0,0
Côte d'Ivoire,Jordan,1,1,0,0
Côte d'Ivoire,Serbia-Mont.,1,1,0,0
Côte d'Ivoire,Zaire,5,1,2,2
Côte d'Ivoire,Germany,1,0,1,0
Côte d'Ivoire,England,1,0,0,1
Côte d'Ivoire,Portugal,1,0,1,0
Côte d'Ivoire,Spain,1,0,0,1
Côte d'Ivoire,Greece,1,0,0,1
Côte d'Ivoire,Netherlands,2,0,0,2
Côte d'Ivoire,Turkiye,1,0,1,0
Côte d'Ivoire,Belgium,2,0,2,0
Côte d'Ivoire,Argentina,2,0,0,2
Côte d'Ivoire,Brazil,1,0,0,1
Côte d'Ivoire,Poland,1,0,0,1
Côte d'Ivoire,Bosnia,1,0,0,1
Côte d'Ivoire,Hungary,1,0,1,0
Côte d'Ivoire,USA,1,0,0,1
Côte d'Ivoire,Paraguay,2,0,2,0
Côte d'Ivoire,Zimbabwe,1,0,1,0
Côte d'Ivoire,Chile,1,0,1,0
Côte d'Ivoire,Saudi Arabia,1,0,0,1
Côte d'Ivoire,Colombia,1,0,0,1
Côte d'Ivoire,Mexico,1,0,0,1
Côte d'Ivoire,New Zealand,1,0,0,1
Croatia,Slovakia,17,11,4,2
Croatia,Malta,10,9,1,0
Croatia,Israel,9,8,1,0
Croatia,Slovenia,12,7,4,1
Croatia,Austria,7,6,0,1
Croatia,Bulgaria,9,6,2,1
Croatia,Latvia,6,6,0,0
Croatia,North Macedonia,9,6,2,1
Croatia,Estonia,9,6,2,1
Croatia,Andorra,6,6,0,0
Croatia,Denmark,8,5,1,2
Croatia,Iceland,7,5,1,1
Croatia,Ukraine,9,5,3,1
Croatia,Turkiye,12,4,5,3
Croatia,Poland,7,4,2,1
Croatia,Bosnia,4,4,0,0
Croatia,Hungary,12,4,6,2
Croatia,Sweden,6,4,0,2
Croatia,Wales,8,4,3,1
Croatia,Mexico,6,4,0,2
Croatia,England,11,3,2,6
Croatia,Spain,11,3,1,7
Croatia,Italy,10,3,6,1
Croatia,Belgium,10,3,3,4
Croatia,Norway,5,3,1,1
Croatia,Romania,4,3,1,0
Croatia,Russia,6,3,3,0
Croatia,South Korea,7,3,2,2
Croatia,Cyprus,3,3,0,0
Croatia,San Marino,3,3,0,0
Croatia,Gibraltar,3,3,0,0
Croatia,Germany,8,2,1,5
Croatia,France,12,2,3,7
Croatia,Greece,8,2,4,2
Croatia,Netherlands,3,2,0,1
Croatia,Scotland,8,2,3,3
Croatia,Australia,6,2,2,2
Croatia,Japan,4,2,1,1
Croatia,Argentina,6,2,1,3
Croatia,Czechia,6,2,4,0
Croatia,Belarus,2,2,0,0
Croatia,Ireland,7,2,3,2
Croatia,Morocco,3,2,1,0
Croatia,Georgia,3,2,0,1
Croatia,Liechtenstein,2,2,0,0
Croatia,Moldova,2,2,0,0
Croatia,Armenia,3,2,1,0
Croatia,Azerbaijan,4,2,2,0
Croatia,Kazakhstan,2,2,0,0
Croatia,Faroe Islands,2,2,0,0
Croatia,Montenegro,2,2,0,0
Croatia,Kosovo,2,2,0,0
Croatia,Schweiz B,3,2,0,1
Croatia,Portugal,10,1,2,7
Croatia,Switzerland,4,1,2,1
Croatia,Cameroon,1,1,0,0
Croatia,Serbia,2,1,1,0
Croatia,Brazil,6,1,1,4
Croatia,Finland,2,1,1,0
Croatia,Nigeria,1,1,0,0
Croatia,Senegal,1,1,0,0
Croatia,Canada,1,1,0,0
Croatia,Iran,2,1,1,0
Croatia,Tunisia,2,1,0,1
Croatia,Jamaica,1,1,0,0
Croatia,Egypt,2,1,1,0
Croatia,Mali,1,1,0,0
Croatia,Saudi Arabia,1,1,0,0
Croatia,Colombia,1,1,0,0
Croatia,Lithuania,2,1,1,0
Croatia,N. Ireland,1,1,0,0
Croatia,Indonesia,1,1,0,0
Croatia,Qatar,1,1,0,0
Croatia,Jordan,1,1,0,0
Croatia,Hong Kong,1,1,0,0
Croatia,Romania B,1,1,0,0
Croatia,USA XI,1,1,0,0
Croatia,Albania,1,0,1,0
Croatia,Peru,1,0,0,1
Croatia,Chile,1,0,0,1
Croatia,China,1,0,0,1
Croatia,Ecuador,1,0,0,1
Croatia,Yugoslavia,2,0,2,0
Curaçao,Aruba,6,5,0,1
Curaçao,US Virgin,4,4,0,0
Curaçao,Honduras,6,3,1,2
Curaçao,Cuba,6,3,2,1
Curaçao,Grenada,4,3,1,0
Curaçao,Panama,8,2,3,3
Curaçao,Jamaica,5,2,2,1
Curaçao,Costa Rica,7,2,1,4
Curaçao,Haiti,6,2,2,2
Curaçao,Bermuda,2,2,0,0
Curaçao,Puerto Rico,4,2,2,0
Curaçao,Saint Lucia,4,2,0,2
Curaçao,Guadeloupe,2,2,0,0
Curaçao,Saint-Martin,2,2,0,0
Curaçao,Bonaire,2,2,0,0
Curaçao,Venezuela,1,1,0,0
Curaçao,Bolivia,2,1,1,0
Curaçao,Trinidad,5,1,2,2
Curaçao,Vietnam,1,1,0,0
Curaçao,El Salvador,11,1,4,6
Curaçao,India,1,1,0,0
Curaçao,Qatar,1,1,0,0
Curaçao,Dominican Rep.,3,1,0,2
Curaçao,Nicaragua,2,1,1,0
Curaçao,Suriname,5,1,1,3
Curaçao,Guyana,2,1,0,1
Curaçao,Antigua and B.,4,1,0,3
Curaçao,Barbados,2,1,0,1
Curaçao,B. Virgin,1,1,0,0
Curaçao,Montserrat,2,1,1,0
Curaçao,St. Vincent,3,1,0,2
Curaçao,Martinique,3,1,1,1
Curaçao,Netherlands,1,0,0,1
Curaçao,Scotland,1,0,0,1
Curaçao,Australia,1,0,0,1
Curaçao,Argentina,1,0,0,1
Curaçao,USA,1,0,0,1
Curaçao,Canada,4,0,1,3
Curaçao,Colombia,1,0,0,1
Curaçao,China,1,0,0,1
Curaçao,Mexico,1,0,0,1
Curaçao,Bahrain,1,0,0,1
Curaçao,New Zealand,1,0,0,1
Curaçao,Guatemala,4,0,4,0
Curaçao,Indonesia,2,0,0,2
Curaçao,St. Kitts/Nevis,1,0,0,1
Curaçao,French Guiana,2,0,1,1
Egypt,Uganda,14,13,0,1
Egypt,Ivory Coast,22,12,4,6
Egypt,Zambia,18,11,3,4
Egypt,Cameroon,18,10,4,4
Egypt,Ghana,23,10,7,6
Egypt,Sudan,13,10,1,2
Egypt,Tunisia,26,9,4,13
Egypt,Ethiopia,12,9,1,2
Egypt,Kenya,12,8,4,0
Egypt,Tanzania,7,7,0,0
Egypt,Nigeria,20,6,6,8
Egypt,Zimbabwe,8,6,2,0
Egypt,Togo,8,6,1,1
Egypt,DR Congo,9,6,2,1
Egypt,Guinea,10,6,3,1
Egypt,Libya,9,6,0,3
Egypt,Senegal,14,5,2,7
Egypt,Namibia,6,5,1,0
Egypt,South Africa,13,5,1,7
Egypt,Saudi Arabia,8,5,1,2
Egypt,Mozambique,6,5,1,0
Egypt,Burkina Faso,8,5,3,0
Egypt,Mauritius,5,5,0,0
Egypt,Botswana,8,5,3,0
Egypt,Algeria,18,4,6,8
Egypt,Congo,4,4,0,0
Egypt,Benin,5,4,1,0
Egypt,Gabon,5,4,1,0
Egypt,Malawi,6,4,1,1
Egypt,Niger,6,4,1,1
Egypt,Mauritania,5,4,1,0
Egypt,Djibouti,4,4,0,0
Egypt,Greece,10,3,2,5
Egypt,Belgium,4,3,0,1
Egypt,Bulgaria,6,3,2,1
Egypt,Morocco,17,3,7,7
Egypt,Angola,6,3,3,0
Egypt,Mali,7,3,1,3
Egypt,Rwanda,3,3,0,0
Egypt,Liberia,4,3,0,1
Egypt,Chad,4,3,0,1
Egypt,Qatar,7,3,1,3
Egypt,Turkiye,5,2,0,3
Egypt,Finland,2,2,0,0
Egypt,Sweden,4,2,0,2
Egypt,Lebanon,2,2,0,0
Egypt,Malta,2,2,0,0
Egypt,Guinea-Bissau,3,2,1,0
Egypt,UAE,5,2,3,0
Egypt,Mand Palestine,2,2,0,0
Egypt,China,2,2,0,0
Egypt,Sierra Leone,4,2,1,1
Egypt,New Zealand,3,2,1,0
Egypt,Swaziland,2,2,0,0
Egypt,Burundi,3,2,1,0
Egypt,ČSR,2,2,0,0
Egypt,Germany,1,1,0,0
Egypt,Portugal,4,1,0,3
Egypt,Italy,5,1,0,4
Egypt,Netherlands,2,1,1,0
Egypt,Scotland,1,1,0,0
Egypt,Austria,3,1,1,1
Egypt,Kuwait,5,1,2,2
Egypt,Australia,1,1,0,0
Egypt,Poland,2,1,1,0
Egypt,Bosnia,1,1,0,0
Egypt,Romania,6,1,2,3
Egypt,Russia,2,1,0,1
Egypt,Belarus,1,1,0,0
Egypt,Hungary,5,1,1,3
Egypt,Slovakia,1,1,0,0
Egypt,USA,2,1,0,1
Egypt,Canada,1,1,0,0
Egypt,Iraq,2,1,1,0
Egypt,South Korea,10,1,5,4
Egypt,Chile,3,1,0,2
Egypt,Lithuania,1,1,0,0
Egypt,Cape Verde,4,1,3,0
Egypt,Mexico,4,1,1,2
Egypt,Trinidad,1,1,0,0
Egypt,Bahrain,1,1,0,0
Egypt,Equat. Guinea,1,1,0,0
Egypt,Syria,1,1,0,0
Egypt,Madagascar,2,1,0,1
Egypt,North Korea,1,1,0,0
Egypt,Jordan,3,1,0,2
Egypt,Comoros,2,1,1,0
Egypt,Yugoslavia,5,1,1,3
Egypt,South Sudan,1,1,0,0
Egypt,USSR B,1,1,0,0
Egypt,England,3,0,0,3
Egypt,Spain,2,0,1,1
Egypt,France,1,0,0,1
Egypt,Switzerland,1,0,0,1
Egypt,Japan,2,0,0,2
Egypt,Denmark,3,0,1,2
Egypt,Argentina,2,0,0,2
Egypt,Brazil,6,0,0,6
Egypt,Norway,6,0,3,3
Egypt,Uruguay,2,0,0,2
Egypt,Ireland,1,0,1,0
Egypt,Croatia,2,0,1,1
Egypt,Uzbekistan,1,0,0,1
Egypt,Luxembourg,1,0,1,0
Egypt,Iran,2,0,1,1
Egypt,Georgia,1,0,1,0
Egypt,Jamaica,1,0,1,0
Egypt,Colombia,1,0,1,0
Egypt,Macedonia,1,0,1,0
Egypt,Bolivia,1,0,1,0
Egypt,Thailand,1,0,1,0
Egypt,Estonia,2,0,2,0
Egypt,Central Africa,2,0,1,1
Egypt,Oman,1,0,1,0
Egypt,East Germany,5,0,0,5
Egypt,Zaire,1,0,0,1
Egypt,USSR,2,0,0,2
Egypt,Austria,1,0,0,1
Ecuador,Bolivia,32,20,8,4
Ecuador,Venezuela,33,15,6,12
Ecuador,Peru,42,13,14,15
Ecuador,Chile,51,11,12,28
Ecuador,Paraguay,37,10,8,19
Ecuador,Colombia,41,9,10,22
Ecuador,Uruguay,46,8,9,29
Ecuador,Argentina,42,6,11,25
Ecuador,Honduras,13,6,5,2
Ecuador,Costa Rica,12,6,5,1
Ecuador,El Salvador,9,6,2,1
Ecuador,USA,16,5,6,5
Ecuador,Panama,7,5,2,0
Ecuador,Guatemala,7,5,2,0
Ecuador,Jamaica,5,4,1,0
Ecuador,Mexico,25,4,7,14
Ecuador,Australia,3,2,0,1
Ecuador,Brazil,37,2,7,28
Ecuador,Canada,4,2,2,0
Ecuador,Zambia,2,2,0,0
Ecuador,Estonia,2,2,0,0
Ecuador,Haiti,3,2,0,1
Ecuador,Portugal,2,1,0,1
Ecuador,Turkiye,1,1,0,0
Ecuador,Bulgaria,2,1,0,1
Ecuador,Poland,3,1,1,1
Ecuador,Finland,1,1,0,0
Ecuador,Nigeria,2,1,1,0
Ecuador,Romania,1,1,0,0
Ecuador,Croatia,1,1,0,0
Ecuador,Sweden,2,1,1,0
Ecuador,Iran,4,1,2,1
Ecuador,South Korea,2,1,0,1
Ecuador,Saudi Arabia,2,1,1,0
Ecuador,Cape Verde,1,1,0,0
Ecuador,Armenia,1,1,0,0
Ecuador,Trinidad,1,1,0,0
Ecuador,New Zealand,1,1,0,0
Ecuador,Qatar,2,1,0,1
Ecuador,Yugoslavia,1,1,0,0
Ecuador,Germany,2,0,0,2
Ecuador,England,3,0,1,2
Ecuador,Spain,2,0,0,2
Ecuador,Italy,3,0,1,2
Ecuador,France,2,0,1,1
Ecuador,Greece,1,0,1,0
Ecuador,Netherlands,4,0,3,1
Ecuador,Scotland,1,0,0,1
Ecuador,Switzerland,1,0,0,1
Ecuador,Japan,4,0,2,2
Ecuador,Belarus,1,0,1,0
Ecuador,Senegal,3,0,0,3
Ecuador,Ireland,2,0,1,1
Ecuador,Iraq,1,0,1,0
Ecuador,Morocco,1,0,1,0
Ecuador,South Africa,1,0,1,0
Ecuador,Macedonia,1,0,0,1
Ecuador,Uganda,1,0,0,1
Ecuador,Oman,1,0,1,0
Ecuador,East Germany,2,0,1,1
Scotland,Wales,107,61,23,23
Scotland,England,116,41,26,49
Scotland,Ireland,47,34,6,7
Scotland,N. Ireland,62,34,14,14
Scotland,Denmark,20,12,1,7
Scotland,Norway,19,9,7,3
Scotland,Cyprus,9,9,0,0
Scotland,Faroe Islands,11,9,2,0
Scotland,France,17,8,0,9
Scotland,Switzerland,17,8,4,5
Scotland,San Marino,8,8,0,0
Scotland,Austria,23,7,8,8
Scotland,Israel,11,7,2,2
Scotland,Australia,8,6,1,1
Scotland,Finland,9,6,3,0
Scotland,Iceland,7,6,0,1
Scotland,Malta,7,6,1,0
Scotland,Lithuania,10,6,3,1
Scotland,Estonia,8,6,2,0
Scotland,Netherlands,20,5,5,10
Scotland,Canada,6,5,1,0
Scotland,Sweden,12,5,1,6
Scotland,ČSR,10,5,1,4
Scotland,Germany,18,4,5,9
Scotland,Portugal,17,4,4,9
Scotland,Spain,15,4,4,7
Scotland,Belgium,20,4,3,13
Scotland,Czechia,10,4,1,5
Scotland,Belarus,6,4,1,1
Scotland,Latvia,4,4,0,0
Scotland,Luxembourg,5,4,1,0
Scotland,Greece,6,3,0,3
Scotland,Bulgaria,6,3,3,0
Scotland,Poland,13,3,6,4
Scotland,Hungary,10,3,2,5
Scotland,Croatia,8,3,3,2
Scotland,Georgia,6,3,1,2
Scotland,Liechtenstein,3,3,0,0
Scotland,Moldova,4,3,1,0
Scotland,Gibraltar,3,3,0,0
Scotland,Bosnia,2,2,0,0
Scotland,Romania,6,2,2,2
Scotland,Slovakia,4,2,0,2
Scotland,USA,7,2,3,2
Scotland,Albania,2,2,0,0
Scotland,Slovenia,5,2,3,0
Scotland,Ukraine,5,2,1,2
Scotland,Chile,2,2,0,0
Scotland,Macedonia,4,2,1,1
Scotland,Armenia,2,2,0,0
Scotland,East Germany,6,2,1,3
Scotland,Yugoslavia,8,2,5,1
Scotland,Italy,11,1,2,8
Scotland,Argentina,4,1,1,2
Scotland,Serbia,3,1,1,1
Scotland,Uruguay,4,1,1,2
Scotland,Peru,4,1,1,2
Scotland,South Africa,2,1,0,1
Scotland,Ecuador,1,1,0,0
Scotland,Trinidad,1,1,0,0
Scotland,Kazakhstan,2,1,0,1
Scotland,New Zealand,2,1,1,0
Scotland,Qatar,1,1,0,0
Scotland,CIS,5,1,1,3
Scotland,Netherlands B,1,1,0,0
Scotland,Zaire,1,1,0,0
Scotland,Canada U23,1,1,0,0
Scotland,Curaçao,1,1,0,0
Scotland,Norway U23,1,1,0,0
Scotland,Turkiye,2,0,0,2
Scotland,Japan,4,0,2,2
Scotland,Brazil,10,0,2,8
Scotland,Nigeria,2,0,1,1
Scotland,Russia,4,0,2,2
Scotland,Morocco,1,0,0,1
Scotland,Paraguay,1,0,0,1
Scotland,Iran,1,0,1,0
Scotland,South Korea,1,0,0,1
Scotland,Ivory Coast,1,0,0,1
Scotland,Egypt,1,0,0,1
Scotland,Saudi Arabia,1,0,1,0
Scotland,Colombia,3,0,2,1
Scotland,Mexico,1,0,0,1
Scotland,Costa Rica,2,0,0,2
Spain,Switzerland,27,20,5,2
Spain,Portugal,41,18,16,7
Spain,France,38,18,7,13
Spain,Italy,41,16,13,12
Spain,Ireland,26,16,6,4
Spain,Denmark,19,15,2,2
Spain,Belgium,23,12,5,6
Spain,N. Ireland,19,12,5,2
Spain,England,28,11,3,14
Spain,Germany,27,9,9,9
Spain,Austria,16,9,3,4
Spain,Albania,9,9,0,0
Spain,Cyprus,10,9,0,1
Spain,Georgia,10,9,0,1
Spain,Yugoslavia,19,9,5,5
Spain,Greece,12,8,3,1
Spain,Poland,11,8,2,1
Spain,Sweden,18,8,6,4
Spain,Malta,8,8,0,0
Spain,Chile,11,8,2,1
Spain,Liechtenstein,8,8,0,0
Spain,Scotland,15,7,4,4
Spain,Turkiye,13,7,5,1
Spain,Norway,10,7,2,1
Spain,Romania,18,7,6,5
Spain,Croatia,11,7,1,3
Spain,Iceland,10,7,2,1
Spain,Macedonia,7,7,0,0
Spain,Netherlands,15,6,3,6
Spain,Bulgaria,7,6,1,0
Spain,Argentina,14,6,2,6
Spain,Bosnia,8,6,2,0
Spain,Luxembourg,6,6,0,0
Spain,Lithuania,7,6,1,0
Spain,Armenia,6,6,0,0
Spain,Finland,8,5,2,1
Spain,Czechia,7,5,2,0
Spain,Uruguay,10,5,5,0
Spain,Hungary,13,5,5,3
Spain,Slovakia,7,5,1,1
Spain,Ukraine,7,5,1,1
Spain,Israel,6,5,1,0
Spain,Mexico,8,5,3,0
Spain,Russia,7,4,2,1
Spain,Belarus,4,4,0,0
Spain,Venezuela,4,4,0,0
Spain,USA,5,4,0,1
Spain,South Korea,6,4,1,1
Spain,Faroe Islands,4,4,0,0
Spain,San Marino,4,4,0,0
Spain,ČSR,12,4,1,7
Spain,Serbia,4,3,1,0
Spain,Latvia,4,3,1,0
Spain,Peru,3,3,0,0
Spain,South Africa,4,3,0,1
Spain,Saudi Arabia,3,3,0,0
Spain,Wales,6,3,2,1
Spain,Costa Rica,4,3,1,0
Spain,Brazil,10,2,3,5
Spain,Canada,2,2,0,0
Spain,Morocco,4,2,1,1
Spain,Paraguay,4,2,2,0
Spain,Slovenia,2,2,0,0
Spain,Tunisia,2,2,0,0
Spain,Bolivia,2,2,0,0
Spain,China,2,2,0,0
Spain,Ecuador,2,2,0,0
Spain,Estonia,2,2,0,0
Spain,Andorra,2,2,0,0
Spain,CIS,7,2,2,3
Spain,Kosovo,2,2,0,0
Spain,Australia,1,1,0,0
Spain,Japan,2,1,0,1
Spain,Nigeria,2,1,0,1
Spain,Iraq,2,1,1,0
Spain,Panama,1,1,0,0
Spain,Iran,1,1,0,0
Spain,Honduras,2,1,1,0
Spain,Ivory Coast,1,1,0,0
Spain,Algeria,1,1,0,0
Spain,Egypt,2,1,1,0
Spain,Colombia,4,1,2,1
Spain,Azerbaijan,1,1,0,0
Spain,New Zealand,1,1,0,0
Spain,Equat. Guinea,1,1,0,0
Spain,El Salvador,1,1,0,0
Spain,Haiti,1,1,0,0
Spain,Jordan,1,1,0,0
Spain,Puerto Rico,1,1,0,0
Spain,Tahiti,1,1,0,0
Spain,East Germany,3,0,2,1
Spain,Serbia-Mont.,2,0,2,0
USA,Mexico,79,25,16,38
USA,Trinidad,31,23,4,4
USA,Jamaica,35,22,10,3
USA,Costa Rica,44,21,6,17
USA,Honduras,28,20,4,4
USA,El Salvador,28,20,7,1
USA,Canada,45,19,11,15
USA,Panama,29,19,4,6
USA,Guatemala,28,17,6,5
USA,Cuba,14,12,1,1
USA,Haiti,19,8,5,6
USA,Poland,17,7,3,7
USA,Bermuda,10,6,1,3
USA,Paraguay,9,5,2,2
USA,China,8,5,2,1
USA,Ecuador,16,5,6,5
USA,Grenada,5,5,0,0
USA,Germany,12,4,0,8
USA,Venezuela,7,4,2,1
USA,Sweden,7,4,0,3
USA,Saudi Arabia,8,4,2,2
USA,Barbados,4,4,0,0
USA,Ghana,5,3,0,2
USA,Uruguay,10,3,4,3
USA,Iceland,7,3,2,2
USA,Peru,7,3,2,2
USA,Chile,11,3,3,5
USA,South Africa,3,3,0,0
USA,Colombia,22,3,3,16
USA,Bolivia,9,3,4,2
USA,Martinique,3,3,0,0
USA,England,12,2,2,8
USA,Portugal,8,2,3,3
USA,Scotland,7,2,3,2
USA,Turkiye,5,2,1,2
USA,Australia,4,2,1,1
USA,Japan,4,2,0,2
USA,Argentina,11,2,2,7
USA,Norway,5,2,1,2
USA,Nigeria,2,2,0,0
USA,Bosnia,3,2,1,0
USA,Ireland,10,2,2,6
USA,South Korea,8,2,2,4
USA,Israel,6,2,1,3
USA,Estonia,2,2,0,0
USA,New Zealand,4,2,2,0
USA,Antigua and B.,2,2,0,0
USA,St. Vincent,2,2,0,0
USA,Spain,5,1,0,4
USA,Italy,11,1,3,7
USA,Netherlands,6,1,0,5
USA,Belgium,7,1,0,6
USA,Austria,3,1,0,2
USA,Switzerland,10,1,4,5
USA,Kuwait,1,1,0,0
USA,Denmark,6,1,2,3
USA,Brazil,20,1,1,18
USA,Finland,1,1,0,0
USA,Czechia,3,1,0,2
USA,Romania,4,1,1,2
USA,Hungary,3,1,1,1
USA,Senegal,1,1,0,0
USA,Latvia,1,1,0,0
USA,Uzbekistan,1,1,0,0
USA,Morocco,4,1,0,3
USA,Luxembourg,1,1,0,0
USA,Iran,3,1,1,1
USA,Malta,1,1,0,0
USA,Slovenia,3,1,1,1
USA,Ivory Coast,1,1,0,0
USA,Algeria,1,1,0,0
USA,Egypt,2,1,0,1
USA,Wales,3,1,2,0
USA,Liechtenstein,1,1,0,0
USA,N. Ireland,1,1,0,0
USA,Thailand,1,1,0,0
USA,Moldova,2,1,1,0
USA,Armenia,1,1,0,0
USA,Azerbaijan,1,1,0,0
USA,Qatar,1,1,0,0
USA,Oman,1,1,0,0
USA,Nicaragua,1,1,0,0
USA,Guyana,1,1,0,0
USA,Belize,1,1,0,0
USA,CIS,4,1,1,2
USA,Cayman Islands,1,1,0,0
USA,N. Antilles,2,1,1,0
USA,Puerto Rico,1,1,0,0
USA,St. Kitts/Nevis,1,1,0,0
USA,Guadeloupe,1,1,0,0
USA,Curaçao,1,1,0,0
USA,France,4,0,1,3
USA,Greece,1,0,1,0
USA,Cameroon,1,0,1,0
USA,Serbia,2,0,1,1
USA,Russia,5,0,3,2
USA,Slovakia,1,0,0,1
USA,Tunisia,1,0,1,0
USA,Ukraine,4,0,1,3
USA,Macedonia,1,0,1,0
USA,North Korea,1,0,0,1
USA,East Germany,1,0,0,1
USA,ČSR,1,0,0,1
USA,Yugoslavia,1,0,0,1
USA,USSR U21,1,0,0,1
USA,East Germany,1,0,0,1
USA,USSR B,2,0,0,2
USA,Scotland XI,1,0,0,1
USA,N. Ireland XI,1,0,0,1
France,Belgium,78,29,19,30
France,Portugal,29,20,3,6
France,Luxembourg,19,17,1,1
France,Germany,35,16,7,12
France,Netherlands,31,16,4,11
France,Switzerland,39,16,10,13
France,Austria,26,14,3,9
France,Spain,38,13,7,18
France,Italy,41,13,8,20
France,Sweden,23,12,5,6
France,Iceland,17,12,5,0
France,Bulgaria,23,11,4,8
France,England,32,10,5,17
France,Finland,11,10,0,1
France,Ireland,19,10,5,4
France,Scotland,17,9,0,8
France,Denmark,18,9,2,7
France,Poland,18,9,6,3
France,Yugoslavia,26,9,7,10
France,Romania,16,8,5,3
France,Hungary,23,8,3,12
France,Ukraine,14,8,5,1
France,Greece,10,7,2,1
France,Brazil,16,7,3,6
France,Norway,15,7,4,4
France,Croatia,12,7,3,2
France,Albania,9,7,1,1
France,Cyprus,8,7,1,0
France,ČSR,20,7,4,9
France,Faroe Islands,6,6,0,0
France,Japan,6,5,0,1
France,Israel,11,5,5,1
France,N. Ireland,8,5,3,0
France,Armenia,5,5,0,0
France,Mexico,7,5,1,1
France,Andorra,5,5,0,0
France,Turkiye,6,4,1,1
France,Australia,6,4,1,1
France,Russia,7,4,1,2
France,Morocco,6,4,1,1
France,Colombia,5,4,0,1
France,Lithuania,4,4,0,0
France,Wales,6,4,1,1
France,Azerbaijan,4,4,0,0
France,Argentina,13,3,3,7
France,Serbia,5,3,2,0
France,Bosnia,6,3,3,0
France,Uruguay,10,3,4,3
France,Belarus,6,3,2,1
France,USA,4,3,1,0
France,Paraguay,5,3,2,0
France,Slovenia,3,3,0,0
France,Georgia,4,3,1,0
France,Chile,6,3,1,2
France,South Africa,5,3,1,1
France,All-Star-Team,3,3,0,0
France,Kuwait,2,2,0,0
France,Cameroon,3,2,1,0
France,Slovakia,4,2,1,1
France,Malta,2,2,0,0
France,South Korea,3,2,1,0
France,Ivory Coast,4,2,1,1
France,Tunisia,5,2,2,1
France,Moldova,2,2,0,0
France,Costa Rica,2,2,0,0
France,Kazakhstan,2,2,0,0
France,East Germany,7,2,2,3
France,USSR,12,2,6,4
France,Gibraltar,2,2,0,0
France,Nigeria,2,1,0,1
France,Czechia,4,1,1,2
France,Canada,2,1,1,0
France,Latvia,1,1,0,0
France,Iran,1,1,0,0
France,Peru,2,1,0,1
France,Honduras,1,1,0,0
France,Algeria,1,1,0,0
France,Jamaica,1,1,0,0
France,Egypt,1,1,0,0
France,Saudi Arabia,1,1,0,0
France,Togo,1,1,0,0
France,Bolivia,1,1,0,0
France,China,2,1,0,1
France,Ecuador,2,1,1,0
France,Estonia,1,1,0,0
France,New Zealand,1,1,0,0
France,India,1,1,0,0
France,N. Ireland U21,1,1,0,0
France,England B,8,1,1,6
France,England Ama.,2,1,0,1
France,Senegal,1,0,0,1
France,Ireland U23,1,0,0,1
France,Great Britain,1,0,0,1
Ghana,Nigeria,27,9,10,8
Ghana,Tunisia,18,9,4,5
Ghana,Sudan,15,9,2,4
Ghana,Mali,16,8,5,3
Ghana,Togo,13,8,2,3
Ghana,Guinea,13,7,4,2
Ghana,Ivory Coast,16,6,3,7
Ghana,Egypt,23,6,7,10
Ghana,Congo,7,6,1,0
Ghana,DR Congo,12,6,3,3
Ghana,Benin,13,6,5,2
Ghana,Gabon,11,6,3,2
Ghana,Lesotho,7,6,1,0
Ghana,Zambia,9,5,0,4
Ghana,South Africa,15,5,4,6
Ghana,Mozambique,8,5,3,0
Ghana,Ethiopia,7,5,1,1
Ghana,Zimbabwe,6,4,1,1
Ghana,South Korea,9,4,0,5
Ghana,Cape Verde,6,4,0,2
Ghana,Burkina Faso,11,4,0,7
Ghana,Malawi,5,4,1,0
Ghana,Uganda,13,4,6,3
Ghana,Niger,7,4,1,2
Ghana,Angola,8,3,4,1
Ghana,Algeria,8,3,2,3
Ghana,The Gambia,4,3,1,0
Ghana,Sierra Leone,6,3,2,1
Ghana,Liberia,7,3,2,2
